CustomerID,FirstName,LastName,LoyaltyPoints,Email,JoinDate
109,First_109,Last_109,41,customer_109@example.com,2020-05-23
110,First_110,Last_110,123,customer_110@example.com,2021-07-14
111,First_111,Last_111,159,customer_111@example.com,2021-01-05
112,First_112,Last_112,51,customer_112@example.com,2020-08-01
113,First_113,Last_113,205,customer_113@example.com,2023-02-25
114,First_114,Last_114,210,customer_114@example.com,2019-12-30
115,First_115,Last_115,17,customer_115@example.com,2021-11-16
116,First_116,Last_116,243,customer_116@example.com,2019-12-02
117,First_117,Last_117,333,customer_117@example.com,2023-07-19
118,First_118,Last_118,423,customer_118@example.com,2021-04-29
119,First_119,Last_119,438,customer_119@example.com,2019-08-11
120,First_120,Last_120,272,customer_120@example.com,2023-10-09
121,First_121,Last_121,83,customer_121@example.com,2019-06-16
122,First_122,Last_122,285,customer_122@example.com,2019-09-12
123,First_123,Last_123,102,customer_123@example.com,2020-06-12
124,First_124,Last_124,331,customer_124@example.com,2023-10-28
125,First_125,Last_125,189,customer_125@example.com,2023-11-24
126,First_126,Last_126,322,customer_126@example.com,2020-09-22
127,First_127,Last_127,185,customer_127@example.com,2023-09-19
128,First_128,Last_128,308,customer_128@example.com,2022-08-09
129,First_129,Last_129,327,customer_129@example.com,2023-04-16
130,First_130,Last_130,406,customer_130@example.com,2022-10-14
131,First_131,Last_131,120,customer_131@example.com,2022-10-01
132,First_132,Last_132,329,customer_132@example.com,2023-06-29
133,First_133,Last_133,240,customer_133@example.com,2023-03-01
134,First_134,Last_134,17,customer_134@example.com,2019-10-09
135,First_135,Last_135,140,customer_135@example.com,2022-08-29
136,First_136,Last_136,307,customer_136@example.com,2022-02-05
137,First_137,Last_137,34,customer_137@example.com,2023-05-22
138,First_138,Last_138,275,customer_138@example.com,2022-05-17
139,First_139,Last_139,17,customer_139@example.com,2020-12-06
140,First_140,Last_140,464,customer_140@example.com,2022-12-04
141,First_141,Last_141,197,customer_141@example.com,2023-10-07
142,First_142,Last_142,488,customer_142@example.com,2020-05-18
143,First_143,Last_143,464,customer_143@example.com,2021-11-14
144,First_144,Last_144,102,customer_144@example.com,2022-09-30
145,First_145,Last_145,255,customer_145@example.com,2022-12-20
146,First_146,Last_146,444,customer_146@example.com,2023-10-08
147,First_147,Last_147,30,customer_147@example.com,2023-12-26
148,First_148,Last_148,31,customer_148@example.com,2020-10-04
149,First_149,Last_149,435,customer_149@example.com,2021-01-11
150,First_150,Last_150,62,customer_150@example.com,2022-09-24
151,First_151,Last_151,209,customer_151@example.com,2021-07-30
152,First_152,Last_152,253,customer_152@example.com,2020-10-19
153,First_153,Last_153,475,customer_153@example.com,2021-12-13
154,First_154,Last_154,245,customer_154@example.com,2023-12-05
155,First_155,Last_155,283,customer_155@example.com,2020-04-24
156,First_156,Last_156,395,customer_156@example.com,2021-04-02
157,First_157,Last_157,252,customer_157@example.com,2021-07-09
158,First_158,Last_158,293,customer_158@example.com,2020-09-29
159,First_159,Last_159,393,customer_159@example.com,2022-07-25
160,First_160,Last_160,167,customer_160@example.com,2021-07-01
161,First_161,Last_161,154,customer_161@example.com,2022-01-16
162,First_162,Last_162,311,customer_162@example.com,2020-03-02
163,First_163,Last_163,386,customer_163@example.com,2023-10-25
164,First_164,Last_164,64,customer_164@example.com,2023-08-19
165,First_165,Last_165,270,customer_165@example.com,2021-05-08
166,First_166,Last_166,86,customer_166@example.com,2021-07-12
167,First_167,Last_167,340,customer_167@example.com,2022-07-07
168,First_168,Last_168,171,customer_168@example.com,2020-03-11
169,First_169,Last_169,219,customer_169@example.com,2022-05-02
170,First_170,Last_170,158,customer_170@example.com,2020-01-25
171,First_171,Last_171,234,customer_171@example.com,2021-12-06
172,First_172,Last_172,340,customer_172@example.com,2021-10-01
173,First_173,Last_173,246,customer_173@example.com,2022-08-30
174,First_174,Last_174,158,customer_174@example.com,2019-10-30
175,First_175,Last_175,471,customer_175@example.com,2023-12-21
176,First_176,Last_176,15,customer_176@example.com,2020-07-10
177,First_177,Last_177,201,customer_177@example.com,2023-08-26
178,First_178,Last_178,441,customer_178@example.com,2021-01-08
179,First_179,Last_179,299,customer_179@example.com,2022-06-08
180,First_180,Last_180,41,customer_180@example.com,2020-07-13
181,First_181,Last_181,424,customer_181@example.com,2023-04-13
182,First_182,Last_182,326,customer_182@example.com,2022-07-28
183,First_183,Last_183,412,customer_183@example.com,2022-05-26
184,First_184,Last_184,273,customer_184@example.com,2021-03-29
185,First_185,Last_185,490,customer_185@example.com,2020-08-13
186,First_186,Last_186,112,customer_186@example.com,2020-07-05
187,First_187,Last_187,135,customer_187@example.com,2021-08-18
188,First_188,Last_188,214,customer_188@example.com,2023-09-19
189,First_189,Last_189,154,customer_189@example.com,2020-09-07
190,First_190,Last_190,131,customer_190@example.com,2023-08-21
191,First_191,Last_191,1,customer_191@example.com,2022-07-20
192,First_192,Last_192,173,customer_192@example.com,2021-03-01
193,First_193,Last_193,414,customer_193@example.com,2023-03-28
194,First_194,Last_194,209,customer_194@example.com,2020-06-27
195,First_195,Last_195,446,customer_195@example.com,2023-05-11
196,First_196,Last_196,241,customer_196@example.com,2022-11-06
197,First_197,Last_197,405,customer_197@example.com,2019-09-28
198,First_198,Last_198,128,customer_198@example.com,2023-04-11
199,First_199,Last_199,65,customer_199@example.com,2020-05-29
200,First_200,Last_200,496,customer_200@example.com,2023-01-01
201,First_201,Last_201,28,customer_201@example.com,2023-12-19
202,First_202,Last_202,166,customer_202@example.com,2023-11-14
203,First_203,Last_203,286,customer_203@example.com,2022-04-27
204,First_204,Last_204,230,customer_204@example.com,2023-11-17
205,First_205,Last_205,129,customer_205@example.com,2021-11-12
206,First_206,Last_206,270,customer_206@example.com,2022-04-06
207,First_207,Last_207,326,customer_207@example.com,2020-11-09
208,First_208,Last_208,230,customer_208@example.com,2021-05-06
209,First_209,Last_209,473,customer_209@example.com,2022-07-13
210,First_210,Last_210,107,customer_210@example.com,2020-10-02
211,First_211,Last_211,118,customer_211@example.com,2022-12-08
212,First_212,Last_212,248,customer_212@example.com,2021-06-29
213,First_213,Last_213,82,customer_213@example.com,2022-01-15
214,First_214,Last_214,5,customer_214@example.com,2021-05-24
215,First_215,Last_215,281,customer_215@example.com,2019-07-12
216,First_216,Last_216,144,customer_216@example.com,2023-07-23
217,First_217,Last_217,95,customer_217@example.com,2022-05-22
218,First_218,Last_218,148,customer_218@example.com,2019-09-28
219,First_219,Last_219,394,customer_219@example.com,2021-02-12
220,First_220,Last_220,107,customer_220@example.com,2021-08-30
221,First_221,Last_221,255,customer_221@example.com,2020-10-28
222,First_222,Last_222,64,customer_222@example.com,2019-12-07
223,First_223,Last_223,291,customer_223@example.com,2023-06-06
224,First_224,Last_224,304,customer_224@example.com,2023-10-12
225,First_225,Last_225,286,customer_225@example.com,2022-05-22
226,First_226,Last_226,448,customer_226@example.com,2023-10-05
227,First_227,Last_227,428,customer_227@example.com,2021-09-30
228,First_228,Last_228,211,customer_228@example.com,2021-08-23
229,First_229,Last_229,217,customer_229@example.com,2023-04-24
230,First_230,Last_230,345,customer_230@example.com,2020-08-06
231,First_231,Last_231,183,customer_231@example.com,2019-06-02
232,First_232,Last_232,330,customer_232@example.com,2023-12-26
233,First_233,Last_233,446,customer_233@example.com,2020-09-16
234,First_234,Last_234,124,customer_234@example.com,2023-09-28
235,First_235,Last_235,295,customer_235@example.com,2021-04-08
236,First_236,Last_236,311,customer_236@example.com,2021-06-04
237,First_237,Last_237,40,customer_237@example.com,2021-05-03
238,First_238,Last_238,286,customer_238@example.com,2020-06-09
239,First_239,Last_239,319,customer_239@example.com,2019-10-11
240,First_240,Last_240,24,customer_240@example.com,2020-11-22
241,First_241,Last_241,75,customer_241@example.com,2021-10-12
242,First_242,Last_242,351,customer_242@example.com,2019-08-17
243,First_243,Last_243,118,customer_243@example.com,2021-05-19
244,First_244,Last_244,49,customer_244@example.com,2022-02-04
245,First_245,Last_245,216,customer_245@example.com,2020-05-02
246,First_246,Last_246,45,customer_246@example.com,2023-02-20
247,First_247,Last_247,351,customer_247@example.com,2021-06-05
248,First_248,Last_248,144,customer_248@example.com,2022-03-03
249,First_249,Last_249,78,customer_249@example.com,2020-10-12
250,First_250,Last_250,133,customer_250@example.com,2020-03-24
251,First_251,Last_251,211,customer_251@example.com,2023-11-29
252,First_252,Last_252,18,customer_252@example.com,2020-10-21
253,First_253,Last_253,217,customer_253@example.com,2023-08-19
254,First_254,Last_254,82,customer_254@example.com,2022-06-15
255,First_255,Last_255,439,customer_255@example.com,2021-02-27
256,First_256,Last_256,10,customer_256@example.com,2023-11-30
257,First_257,Last_257,311,customer_257@example.com,2019-10-02
258,First_258,Last_258,91,customer_258@example.com,2020-07-05
259,First_259,Last_259,396,customer_259@example.com,2021-01-02
260,First_260,Last_260,497,customer_260@example.com,2021-04-20
261,First_261,Last_261,297,customer_261@example.com,2023-05-17
262,First_262,Last_262,470,customer_262@example.com,2023-03-11
263,First_263,Last_263,480,customer_263@example.com,2023-10-01
264,First_264,Last_264,254,customer_264@example.com,2022-05-23
265,First_265,Last_265,459,customer_265@example.com,2021-09-18
266,First_266,Last_266,300,customer_266@example.com,2021-06-21
267,First_267,Last_267,369,customer_267@example.com,2021-03-26
268,First_268,Last_268,70,customer_268@example.com,2022-04-06
269,First_269,Last_269,281,customer_269@example.com,2020-10-16
270,First_270,Last_270,357,customer_270@example.com,2022-03-14
271,First_271,Last_271,251,customer_271@example.com,2023-11-11
272,First_272,Last_272,182,customer_272@example.com,2022-12-16
273,First_273,Last_273,4,customer_273@example.com,2020-08-01
274,First_274,Last_274,59,customer_274@example.com,2022-11-15
275,First_275,Last_275,477,customer_275@example.com,2019-06-08
276,First_276,Last_276,164,customer_276@example.com,2019-06-08
277,First_277,Last_277,144,customer_277@example.com,2019-08-06
278,First_278,Last_278,334,customer_278@example.com,2019-09-13
279,First_279,Last_279,92,customer_279@example.com,2021-09-05
280,First_280,Last_280,372,customer_280@example.com,2023-01-07
281,First_281,Last_281,181,customer_281@example.com,2020-03-21
282,First_282,Last_282,138,customer_282@example.com,2021-08-25
283,First_283,Last_283,454,customer_283@example.com,2022-04-12
284,First_284,Last_284,395,customer_284@example.com,2021-08-06
285,First_285,Last_285,481,customer_285@example.com,2022-10-13
286,First_286,Last_286,200,customer_286@example.com,2019-07-17
287,First_287,Last_287,447,customer_287@example.com,2021-06-11
288,First_288,Last_288,478,customer_288@example.com,2020-01-11
289,First_289,Last_289,153,customer_289@example.com,2023-03-03
290,First_290,Last_290,94,customer_290@example.com,2020-12-05
291,First_291,Last_291,194,customer_291@example.com,2019-10-06
292,First_292,Last_292,328,customer_292@example.com,2021-01-29
293,First_293,Last_293,164,customer_293@example.com,2023-08-11
294,First_294,Last_294,258,customer_294@example.com,2019-11-11
295,First_295,Last_295,57,customer_295@example.com,2023-07-28
296,First_296,Last_296,245,customer_296@example.com,2023-04-29
297,First_297,Last_297,169,customer_297@example.com,2022-12-28
298,First_298,Last_298,4,customer_298@example.com,2023-01-31
299,First_299,Last_299,65,customer_299@example.com,2020-01-11
300,First_300,Last_300,345,customer_300@example.com,2022-06-05
301,First_301,Last_301,243,customer_301@example.com,2023-07-15
302,First_302,Last_302,492,customer_302@example.com,2020-03-28
303,First_303,Last_303,266,customer_303@example.com,2020-08-24
304,First_304,Last_304,480,customer_304@example.com,2023-07-10
305,First_305,Last_305,314,customer_305@example.com,2019-06-14
306,First_306,Last_306,73,customer_306@example.com,2019-12-24
307,First_307,Last_307,248,customer_307@example.com,2020-11-07
308,First_308,Last_308,196,customer_308@example.com,2020-02-07
309,First_309,Last_309,78,customer_309@example.com,2023-05-12
310,First_310,Last_310,461,customer_310@example.com,2020-08-24
311,First_311,Last_311,443,customer_311@example.com,2022-01-21
312,First_312,Last_312,232,customer_312@example.com,2019-07-12
313,First_313,Last_313,343,customer_313@example.com,2019-12-21
314,First_314,Last_314,486,customer_314@example.com,2020-05-15
315,First_315,Last_315,406,customer_315@example.com,2021-04-08
316,First_316,Last_316,103,customer_316@example.com,2021-03-07
317,First_317,Last_317,398,customer_317@example.com,2023-04-01
318,First_318,Last_318,256,customer_318@example.com,2022-01-01
319,First_319,Last_319,145,customer_319@example.com,2021-03-10
320,First_320,Last_320,166,customer_320@example.com,2019-09-15
321,First_321,Last_321,318,customer_321@example.com,2020-06-07
322,First_322,Last_322,428,customer_322@example.com,2022-08-05
323,First_323,Last_323,391,customer_323@example.com,2023-11-06
324,First_324,Last_324,250,customer_324@example.com,2023-01-20
325,First_325,Last_325,397,customer_325@example.com,2020-07-16
326,First_326,Last_326,95,customer_326@example.com,2019-10-18
327,First_327,Last_327,188,customer_327@example.com,2020-10-25
328,First_328,Last_328,436,customer_328@example.com,2020-06-28
329,First_329,Last_329,277,customer_329@example.com,2023-08-07
330,First_330,Last_330,344,customer_330@example.com,2020-07-01
331,First_331,Last_331,62,customer_331@example.com,2022-11-14
332,First_332,Last_332,14,customer_332@example.com,2019-09-16
333,First_333,Last_333,369,customer_333@example.com,2023-10-27
334,First_334,Last_334,273,customer_334@example.com,2021-02-17
335,First_335,Last_335,188,customer_335@example.com,2022-12-16
336,First_336,Last_336,109,customer_336@example.com,2020-10-12
337,First_337,Last_337,495,customer_337@example.com,2023-07-19
338,First_338,Last_338,250,customer_338@example.com,2023-03-18
339,First_339,Last_339,188,customer_339@example.com,2021-04-14
340,First_340,Last_340,135,customer_340@example.com,2019-08-27
341,First_341,Last_341,286,customer_341@example.com,2022-09-08
342,First_342,Last_342,354,customer_342@example.com,2021-11-06
343,First_343,Last_343,216,customer_343@example.com,2020-06-04
344,First_344,Last_344,476,customer_344@example.com,2020-03-16
345,First_345,Last_345,337,customer_345@example.com,2019-09-04
346,First_346,Last_346,109,customer_346@example.com,2023-09-10
347,First_347,Last_347,99,customer_347@example.com,2022-09-23
348,First_348,Last_348,400,customer_348@example.com,2022-04-17
349,First_349,Last_349,304,customer_349@example.com,2020-07-05
350,First_350,Last_350,356,customer_350@example.com,2020-04-30
351,First_351,Last_351,35,customer_351@example.com,2020-03-26
352,First_352,Last_352,239,customer_352@example.com,2021-09-01
353,First_353,Last_353,87,customer_353@example.com,2021-04-19
354,First_354,Last_354,186,customer_354@example.com,2020-01-03
355,First_355,Last_355,434,customer_355@example.com,2020-08-12
356,First_356,Last_356,408,customer_356@example.com,2020-08-11
357,First_357,Last_357,231,customer_357@example.com,2021-05-15
358,First_358,Last_358,432,customer_358@example.com,2021-01-02
359,First_359,Last_359,496,customer_359@example.com,2022-12-03
360,First_360,Last_360,73,customer_360@example.com,2023-04-29
361,First_361,Last_361,371,customer_361@example.com,2020-02-02
362,First_362,Last_362,308,customer_362@example.com,2022-03-06
363,First_363,Last_363,361,customer_363@example.com,2021-01-14
364,First_364,Last_364,81,customer_364@example.com,2019-10-31
365,First_365,Last_365,87,customer_365@example.com,2020-04-12
366,First_366,Last_366,447,customer_366@example.com,2019-09-12
367,First_367,Last_367,447,customer_367@example.com,2020-12-29
368,First_368,Last_368,114,customer_368@example.com,2021-05-26
369,First_369,Last_369,420,customer_369@example.com,2021-05-16
370,First_370,Last_370,408,customer_370@example.com,2021-08-07
371,First_371,Last_371,435,customer_371@example.com,2023-08-15
372,First_372,Last_372,370,customer_372@example.com,2023-05-20
373,First_373,Last_373,242,customer_373@example.com,2019-07-03
374,First_374,Last_374,50,customer_374@example.com,2022-05-09
375,First_375,Last_375,13,customer_375@example.com,2022-12-30
376,First_376,Last_376,226,customer_376@example.com,2023-04-23
377,First_377,Last_377,481,customer_377@example.com,2022-08-28
378,First_378,Last_378,480,customer_378@example.com,2021-10-23
379,First_379,Last_379,109,customer_379@example.com,2022-03-23
380,First_380,Last_380,361,customer_380@example.com,2019-11-23
381,First_381,Last_381,389,customer_381@example.com,2022-10-23
382,First_382,Last_382,89,customer_382@example.com,2023-12-30
383,First_383,Last_383,316,customer_383@example.com,2023-02-08
384,First_384,Last_384,175,customer_384@example.com,2021-08-17
385,First_385,Last_385,224,customer_385@example.com,2019-07-02
386,First_386,Last_386,430,customer_386@example.com,2020-02-18
387,First_387,Last_387,290,customer_387@example.com,2021-10-25
388,First_388,Last_388,495,customer_388@example.com,2022-04-20
389,First_389,Last_389,451,customer_389@example.com,2019-10-08
390,First_390,Last_390,17,customer_390@example.com,2021-05-28
391,First_391,Last_391,240,customer_391@example.com,2023-02-15
392,First_392,Last_392,317,customer_392@example.com,2019-06-14
393,First_393,Last_393,179,customer_393@example.com,2022-02-19
394,First_394,Last_394,384,customer_394@example.com,2022-12-24
395,First_395,Last_395,428,customer_395@example.com,2021-02-01
396,First_396,Last_396,408,customer_396@example.com,2021-03-08
397,First_397,Last_397,370,customer_397@example.com,2022-12-09
398,First_398,Last_398,22,customer_398@example.com,2023-07-03
399,First_399,Last_399,368,customer_399@example.com,2021-04-20
400,First_400,Last_400,351,customer_400@example.com,2022-02-07
401,First_401,Last_401,329,customer_401@example.com,2020-05-27
402,First_402,Last_402,102,customer_402@example.com,2022-04-15
403,First_403,Last_403,94,customer_403@example.com,2020-06-19
404,First_404,Last_404,409,customer_404@example.com,2021-07-30
405,First_405,Last_405,223,customer_405@example.com,2022-06-17
406,First_406,Last_406,192,customer_406@example.com,2023-08-01
407,First_407,Last_407,384,customer_407@example.com,2020-05-17
408,First_408,Last_408,237,customer_408@example.com,2020-01-15
409,First_409,Last_409,116,customer_409@example.com,2021-11-05
410,First_410,Last_410,132,customer_410@example.com,2019-06-05
411,First_411,Last_411,195,customer_411@example.com,2022-01-09
412,First_412,Last_412,351,customer_412@example.com,2021-12-29
413,First_413,Last_413,16,customer_413@example.com,2021-05-13
414,First_414,Last_414,18,customer_414@example.com,2019-12-25
415,First_415,Last_415,35,customer_415@example.com,2023-12-01
416,First_416,Last_416,397,customer_416@example.com,2023-09-01
417,First_417,Last_417,362,customer_417@example.com,2019-07-13
418,First_418,Last_418,372,customer_418@example.com,2022-05-21
419,First_419,Last_419,254,customer_419@example.com,2021-05-18
420,First_420,Last_420,113,customer_420@example.com,2019-08-04
421,First_421,Last_421,43,customer_421@example.com,2023-08-26
422,First_422,Last_422,349,customer_422@example.com,2022-08-21
423,First_423,Last_423,124,customer_423@example.com,2023-04-21
424,First_424,Last_424,206,customer_424@example.com,2021-09-06
425,First_425,Last_425,399,customer_425@example.com,2022-10-07
426,First_426,Last_426,270,customer_426@example.com,2022-11-14
427,First_427,Last_427,30,customer_427@example.com,2019-07-16
428,First_428,Last_428,207,customer_428@example.com,2020-10-30
429,First_429,Last_429,410,customer_429@example.com,2020-02-13
430,First_430,Last_430,131,customer_430@example.com,2021-04-08
431,First_431,Last_431,164,customer_431@example.com,2023-03-19
432,First_432,Last_432,452,customer_432@example.com,2020-04-07
433,First_433,Last_433,131,customer_433@example.com,2019-10-05
434,First_434,Last_434,435,customer_434@example.com,2019-10-31
435,First_435,Last_435,270,customer_435@example.com,2023-01-30
436,First_436,Last_436,387,customer_436@example.com,2021-04-09
437,First_437,Last_437,189,customer_437@example.com,2020-07-22
438,First_438,Last_438,381,customer_438@example.com,2022-06-20
439,First_439,Last_439,367,customer_439@example.com,2022-03-24
440,First_440,Last_440,251,customer_440@example.com,2021-12-21
441,First_441,Last_441,220,customer_441@example.com,2020-07-23
442,First_442,Last_442,185,customer_442@example.com,2021-06-21
443,First_443,Last_443,357,customer_443@example.com,2023-04-08
444,First_444,Last_444,342,customer_444@example.com,2020-08-31
445,First_445,Last_445,45,customer_445@example.com,2019-11-14
446,First_446,Last_446,1,customer_446@example.com,2021-08-09
447,First_447,Last_447,499,customer_447@example.com,2019-06-07
448,First_448,Last_448,118,customer_448@example.com,2019-11-21
449,First_449,Last_449,454,customer_449@example.com,2022-08-03
450,First_450,Last_450,333,customer_450@example.com,2019-10-22
451,First_451,Last_451,63,customer_451@example.com,2023-09-15
452,First_452,Last_452,396,customer_452@example.com,2020-12-27
453,First_453,Last_453,26,customer_453@example.com,2023-02-21
454,First_454,Last_454,168,customer_454@example.com,2019-08-27
455,First_455,Last_455,332,customer_455@example.com,2019-07-25
456,First_456,Last_456,158,customer_456@example.com,2019-09-30
457,First_457,Last_457,477,customer_457@example.com,2022-02-15
458,First_458,Last_458,113,customer_458@example.com,2020-02-27
459,First_459,Last_459,132,customer_459@example.com,2019-09-24
460,First_460,Last_460,62,customer_460@example.com,2020-07-26
461,First_461,Last_461,405,customer_461@example.com,2023-06-14
462,First_462,Last_462,364,customer_462@example.com,2019-06-02
463,First_463,Last_463,464,customer_463@example.com,2020-04-27
464,First_464,Last_464,199,customer_464@example.com,2022-10-10
465,First_465,Last_465,431,customer_465@example.com,2021-02-03
466,First_466,Last_466,189,customer_466@example.com,2023-11-21
467,First_467,Last_467,189,customer_467@example.com,2021-04-22
468,First_468,Last_468,406,customer_468@example.com,2020-02-29
469,First_469,Last_469,350,customer_469@example.com,2023-07-23
470,First_470,Last_470,439,customer_470@example.com,2020-03-12
471,First_471,Last_471,433,customer_471@example.com,2023-11-25
472,First_472,Last_472,40,customer_472@example.com,2023-03-25
473,First_473,Last_473,113,customer_473@example.com,2020-02-11
474,First_474,Last_474,139,customer_474@example.com,2021-12-15
475,First_475,Last_475,80,customer_475@example.com,2023-11-07
476,First_476,Last_476,497,customer_476@example.com,2019-07-18
477,First_477,Last_477,232,customer_477@example.com,2021-01-18
478,First_478,Last_478,291,customer_478@example.com,2019-06-07
479,First_479,Last_479,366,customer_479@example.com,2022-03-07
480,First_480,Last_480,315,customer_480@example.com,2023-06-20
